ID	Project Name	Project Description	GitHub URL	Suspicious?
654838	Alerter	An Android Alterting Library	https://github.com/Tapadoo/Alerter	
582705	Macaw	Swift UI library	https://github.com/exyte/Macaw	
684136	aurora-imui	é€_ç”¨ IM èÅ_å_© UI ç»„ä»¶	https://github.com/jpush/aurora-imui	
248602	tablesaw	A group of plugins for responsive tables.	https://github.com/filamentgroup/tablesaw	
753040	weex-ui	A Weex Ui Component Library	https://github.com/alibaba/weex-ui	
308013	Android-Iconics	"Android-Iconics - Use any icon font, or vector (.svg) as drawable in your application."	https://github.com/mikepenz/Android-Iconics	
684362	plugins	Commonly used Flutter plugins	https://github.com/flutter/plugins	
431243	caprine	Unofficial Facebook Messenger app	https://github.com/sindresorhus/caprine	
580625	RxJava2-Android-Samples	RxJava2 Android Tutorials With Example	https://github.com/amitshekhariitbhu/RxJava2-Android-Samples	
572554	ui		https://github.com/shoutem/ui	
226209	fastdfs	"FastDFS is an open source high performance distributed file system (DFS). It's major functions include: file storing, file syncing and file accessing, and design for high capacity and load balance."	https://github.com/happyfish100/fastdfs	
638238	walle	Android Signature V2 Schemeç__åêçä¸‹ç_„æ–°ä¸€ä»£æ¸ éÅ“åŒ…æ‰“åŒ…ç¥_å™¨	https://github.com/Meituan-Dianping/walle	
634918	xLua	"xLua is a hot-fix solution plugin for Unity3D, it supports android, ios, windows, osx, etc."	https://github.com/Tencent/xLua	
764367	heml	HEML is an open source markup language for building responsive email.	https://github.com/SparkPost/heml	
419531	git-appraise	Distributed code review system for Git repos	https://github.com/google/git-appraise	
894674	devhub	"DevHub: TweetDeck for GitHub - Android, iOS and Web  ????"	https://github.com/devhubapp/devhub	
549383	detox		https://github.com/wix/detox	
720693	git-point	:zap: GitHub for iOS. Built with React Native.	https://github.com/gitpoint/git-point	
420367	che	Eclipse Che: Next-generation Eclipse IDE.  Open source workspace server and cloud IDE.	https://github.com/eclipse/che	
515389	OwlCarousel2	jQuery Responsive Carousel.	https://github.com/OwlCarousel2/OwlCarousel2	
626200	android-oss	"Kickstarter for Android. Bring new ideas to life, anywhere."	https://github.com/kickstarter/android-oss	
105013	GCDWebServer	Lightweight GCD based HTTP server for OS X & iOS (includes web based uploader & WebDAV server)	https://github.com/swisspol/GCDWebServer	
575748	wiki	"A modern, lightweight and powerful wiki app built on NodeJS, Git and Markdown"	https://github.com/Requarks/wiki	
8182	cw-omnibus	Source code to omnibus edition of _The Busy Coder's Guide to Android Development_	https://github.com/commonsguy/cw-omnibus	
1467	html5demos	Collection of hacks and demos showing capability of HTML5 apps	https://github.com/remy/html5demos	
754652	BulletinBoard	Generate and Display Bottom Card Interfaces for iOS	https://github.com/alexaubry/BulletinBoard	
718045	sourcerer-app	Sourcerer app makes engineering profiles from their git repositories.	https://github.com/sourcerer-io/sourcerer-app	
122138	gitignore.io	Create useful .gitignore files for your project	https://github.com/joeblau/gitignore.io	
227575	vimr	Project VimR â€” Refined Vim experience for OS X	https://github.com/qvacua/vimr	
333230	elm-architecture-tutorial	How to create modular Elm code that scales nicely with your app	https://github.com/evancz/elm-architecture-tutorial	
742500	JiaoZiVideoPlayer	Android VideoPlayer MediaPlayer VideoView MediaView Float View And Fullscreen	https://github.com/lipangit/JiaoZiVideoPlayer	
389019	BGARefreshLayout-Android	å__ç§çä¸‹æ‹‰åˆ·æ–°æ•ˆæ_œã€Åä¸_æ‹‰å_ è__æ›´å__ã€Ååè¯é…çç_®è‡ªå®_ä_‰å_´éƒ¨å_¿å‘_ä_ç	https://github.com/bingoogolapple/BGARefreshLayout-Android	
685301	casbin	"An authorization library that supports access control models like ACL, RBAC, ABAC"	https://github.com/casbin/casbin	
402781	Koloda	KolodaView is a class designed to simplify the implementation of Tinder like cards on iOS. 	https://github.com/Yalantis/Koloda	
651621	FSPagerView		https://github.com/WenchaoD/FSPagerView	
330057	MaterialDateTimePicker	Pick a date or time on Android in style	https://github.com/wdullaer/MaterialDateTimePicker	
372324	InversifyJS	A lightweight IoC container written in TypeScript.	https://github.com/inversify/InversifyJS	
561213	Fast-Android-Networking	A Complete Fast Android Networking Library that also support HTTP/2	https://github.com/amitshekhariitbhu/Fast-Android-Networking	
807869	flutter-desktop-embedding		https://github.com/google/flutter-desktop-embedding	
624601	webpacker	Use Webpack to manage app-like JavaScript modules in Rails	https://github.com/rails/webpacker	
523388	GPUImage2	GPUImage 2 is a BSD-licensed Swift framework for GPU-accelerated video and image processing.	https://github.com/BradLarson/GPUImage2	
676754	Halfrost-Field		https://github.com/halfrost/Halfrost-Field	
569994	MultiType	An Android library to retrofit multiple item view types	https://github.com/drakeet/MultiType	
693558	react-native-calendars	React Native Calendar Components	https://github.com/wix/react-native-calendars	
78273	acra	Application Crash Reports for Android	https://github.com/ACRA/acra	
210142	gremlins.js	Monkey testing library for web apps and Node.js	https://github.com/marmelab/gremlins.js	
632755	create-react-app-typescript	Create React apps using typescript with no build configuration.	https://github.com/wmonk/create-react-app-typescript	
518665	fantastic-ios-animation	A collection of iOS animation repos	https://github.com/onmyway133/fantastic-ios-animation	
508298	macdown	Open source Markdown editor for OS X.	https://github.com/MacDownApp/macdown	
388870	opengapps	The main repository of the Open GApps Project	https://github.com/opengapps/opengapps	
225376	jspaint	"classic mspaint, revived"	https://github.com/1j01/jspaint	
365649	Xiaomi_Kernel_OpenSource	"Xiaomi kernel OpenSourceï__cancro-kk-oss(contain MI 3W, MI 3C, MI 4 series, MI NOTE), armani-jb-oss(H1S), dior-kk-oss(HM-NOTE-LTE), ferrari-l-oss(Xiaomi 4i)"	https://github.com/MiCode/Xiaomi_Kernel_OpenSource	
398847	PLDroidPlayer	"Pili Live Streaming player SDK for Android, RTMP and HLS supported."	https://github.com/pili-engineering/PLDroidPlayer	
511118	BottomNavigation		https://github.com/Ashok-Varma/BottomNavigation	
468880	react-native-push-notification	React Native Local and Remote Notifications	https://github.com/zo0r/react-native-push-notification	
437627	Instructions	"Create walkthroughs and guided tours (using coach marks) in a simple way, using Swift."	https://github.com/ephread/Instructions	
403026	Blurry	Blurry is an easy blur library for Android	https://github.com/wasabeef/Blurry	
887676	lorca	Web rendering surface for Go applications	https://github.com/zserge/lorca	
572157	react-native-macos	React Native for macOS	https://github.com/ptmt/react-native-macos	
291189	cpprestsdk	The C++ REST SDK is a Microsoft project for cloud-based client-server communication in native code using a modern asynchronous C++ API design. This project aims to help C++ developers connect to and interact with services.	https://github.com/Microsoft/cpprestsdk	
526343	SwiftOCR		https://github.com/garnele007/SwiftOCR	
416159	PureLayout	"The ultimate API for iOS & OS X Auto Layout â€” impressively simple, immensely powerful. Objective-C and Swift compatible."	https://github.com/PureLayout/PureLayout	
468658	SwiftyBeaver	"Colorful, lightweight & fast logging in Swift 2"	https://github.com/SwiftyBeaver/SwiftyBeaver	
428804	JFoenix	JavaFX Material Design Library	https://github.com/jfoenixadmin/JFoenix	
610150	flex-layout	Experimental work on flex layouts API for Angular	https://github.com/angular/flex-layout	
14086	assimp	Official Git mirror of the Open Asset Import Library SVN repository.	https://github.com/assimp/assimp	
738746	Awesome-CoreML-Models	The largest list of available CoreML models	https://github.com/likedan/Awesome-CoreML-Models	
406779	learn-json-web-tokens	:closed_lock_with_key: Learn how to use JSON Web Token (JWT) to secure your next Web App! (Example with Tests!!)	https://github.com/dwyl/learn-json-web-tokens	
847316	JSUI	One UI to rule them all (JS apps) ... Get it? JS UI? No? ok	https://github.com/kitze/JSUI	
431302	iOS-9-Sampler	Code examples for the new features of iOS 9.	https://github.com/shu223/iOS-9-Sampler	
427605	SwiftyStoreKit	Lightweight In App Purchases Swift framework for iOS 8.0+ and OSX 9.0+	https://github.com/bizz84/SwiftyStoreKit	
242484	dev-blog	ä¸€äº› iOS / Web å_€åè‘ç›¸å…_ç_„ç¿»è¯‘æˆ–å_Ÿåˆ›åç_å®¢æ–‡ç« 	https://github.com/nixzhu/dev-blog	
273675	android-security-awesome	A collection of android security related resources	https://github.com/ashishb/android-security-awesome	
747762	Framework7	Full featured HTML framework for building iOS & Android apps	https://github.com/framework7io/Framework7	
639268	Android-skin-support	Android-skin-support: ä¸€æ¬_ç”¨å¿ƒå_»åÅ_ç_„Androidæç¢è‚_æ¡†æ_¶	https://github.com/ximsfei/Android-skin-support	
579990	android-tips-tricks		https://github.com/nisrulz/android-tips-tricks	
420825	dryrun	:coffee: Try the demo project of any Android Library	https://github.com/cesarferreira/dryrun	
260958	TLYShyNavBar	"Unlike all those arrogant UINavigationBar, this one is shy and humble! Easily create auto-scrolling navigation bars!"	https://github.com/telly/TLYShyNavBar	
573973	Shadowrocket-ADBlock-Rules	é«˜æ•ˆç®€æ´Åç_„ Shadowrocket è§„åˆ™ï_Œå¸_å_¿å‘_è¿‡æ»_å_Ÿèƒ_	https://github.com/h2y/Shadowrocket-ADBlock-Rules	
602485	owasp-mstg	OWASP Mobile Security Testing Guide	https://github.com/OWASP/owasp-mstg	
81	json-framework	JSON (JavaScript Object Notation) is a light-weight data interchange format that's easy to read and write for humans and computers alike. This framework implements a strict JSON parser and generator in Objective-C. 	https://github.com/stig/json-framework	
665439	wechaty	Wechat for Bot. Powered by WebDriver / Node.js / Docker	https://github.com/Chatie/wechaty	
460607	Chatto	"A lightweight framework to build chat applications, made in Swift"	https://github.com/badoo/Chatto	
531681	SocketRocket	A conforming Objective-C WebSocket client library.	https://github.com/facebook/SocketRocket	
402986	PINRemoteImage	"A thread safe, performant, feature rich image fetcher"	https://github.com/pinterest/PINRemoteImage	
378275	openvr	OpenVR SDK	https://github.com/ValveSoftware/openvr	
626023	Sourcery	"A tool that brings meta-programming to Swift, allowing you to code generate Swift code."	https://github.com/krzysztofzablocki/Sourcery	
538871	JAViewer		https://github.com/SplashCodes/JAViewer	
446365	code-push	A cloud service that enables Cordova and React Native developers to deploy mobile app updates directly to their usersâ€™ devices	https://github.com/Microsoft/code-push	
336565	SwiftyUserDefaults	Modern Swift API for NSUserDefaults	https://github.com/radex/SwiftyUserDefaults	
510157	ahbottomnavigation	A library to reproduce the behavior of the Bottom Navigation guidelines from Material Design.	https://github.com/aurelhubert/ahbottomnavigation	
646284	android-mvp-architecture	"This repository contains a detailed sample app that implements MVP architecture using Dagger2, Retrofit,  GreenDao, and RxJava"	https://github.com/MindorksOpenSource/android-mvp-architecture	
149536	shenzhen	CLI for Building & Distributing iOS Apps (.ipa Files)	https://github.com/nomad/shenzhen	
642189	react-native-ui-kitten	React Native UI-Kitten	https://github.com/akveo/react-native-ui-kitten	
378371	awesome-appsec	A curated list of resources for learning about application security	https://github.com/paragonie/awesome-appsec	
121554	ios-webkit-debug-proxy	A DevTools proxy (Chrome Remote Debugging Protocol) for iOS devices (Safari Remote Web Inspector).	https://github.com/google/ios-webkit-debug-proxy	
333950	Context-Menu.Android	You can easily add awesome animated context menu to your app.	https://github.com/Yalantis/Context-Menu.Android	
353424	socket.io-client-swift		https://github.com/socketio/socket.io-client-swift	
996	zeus	Boot any rails app in under a second.	https://github.com/burke/zeus	
381826	openshare	ä¸çç”¨å®˜æ–_SDKï_Œåˆ©ç”¨ç__äº_è_¯ä»¶ç§»å_¨å®¢æˆ·ç«¯(å_®ä¿¡/QQ/å_®åç_/äººäºº/æ”¯ä»˜å®ù)åˆ†äº«/ç™»å_•/æ”¯ä»˜ã€‚	https://github.com/100apps/openshare	
650690	hydra	A security-first open source OAuth2 and OpenID Connect server for new and existing infrastructures. Written in Go.	https://github.com/ory/hydra	
316132	MMWormhole	Message passing between iOS apps and extensions.	https://github.com/mutualmobile/MMWormhole	
587132	PageIndicatorView		https://github.com/romandanylyk/PageIndicatorView	
299213	google-authenticator	Open source version of Google Authenticator (except the Android app)	https://github.com/google/google-authenticator	
625141	CloudReader	Netease cloud music Ui && Retrofit + RxJava + Mvvm-databinding && GankIoã€ÅDouban Api	https://github.com/youlookwhat/CloudReader	
862814	GSYGithubAppFlutter	è¶…å®Œæ•´ç_„Flutteré¡_ç›®ï_Œå_Ÿèƒ_ä¸°å¯Œï_Œé€‚åêˆå__ä_ å’Œæ—¥å¸¸ä_¿ç”¨ï_Œå·_æœ‰åêŒæ¬_å_€æºêReact Nativeã€ÅWeexç_‰ç‰ˆæœ¬ã€‚è·¨å__åè°ç_„å_€æºêGithubå®¢æˆ·ç«¯Appï_Œæ›´å¥_ç_„ä_“éªŒï_Œæ›´ä¸°å¯Œç_„å_Ÿèƒ_ï_Œæ—¨åœ¨æ›´å¥_ç_„æ—¥å¸¸ç®¡çê†å’Œç»´æ__ä¸ªäººGithubï_Œæèêä_›æ›´å¥_æ›´æ–_ä_¿ç_„é©_è__ä_“éªŒï__ï__Î£(ï¿£ã€‚ï¿£ï_‰)ï_‰ã€‚åêŒæ¬_Weexç‰ˆæœ¬ ï__ https://github.com/CarGuo/GSYGithubAppWeex    ã€ÅåêŒæ¬_React Nativeç‰ˆæœ¬ ï__ https://github.com/CarGuo/GSYGithub	https://github.com/CarGuo/GSYGithubAppFlutter	
835157	swift	Swift for TensorFlow documentation repository.	https://github.com/tensorflow/swift	
457763	Dexter	Android library that simplifies the process of requesting permissions at runtime.	https://github.com/Karumi/Dexter	
311621	mobile	[mirror] Go on Mobile	https://github.com/golang/mobile	
521392	Android-ZBLibrary	"åùêæ ‡æ ‡å‡†åº“ï_ŒAndroidå¿«é€Ÿå_€åè‘æ¡†æ_¶ï_Œæèêä_›ä¸€å¥—å_€åè‘æ ‡å‡†ï_ˆUI,Data,Listenerï_‰ä»¥åè_æ¨¡æù¿å’Œå·¥å…·ç±»å_¶è§„èŒƒä»£ç Åã€‚ä¸€åè¥ä»£ç Åå°±åè¯å®_ç_°å…¨å±€æ»‘å_¨è¿”å›_ï_ˆåè¯é‡çå†™ï_‰ï_›é›†æˆêæ–_ä_¿å¿«æç·ç_„æœçå_¡å™¨åˆ‡æç¢ç•Œéù¢ã€Åç…§ç‰‡é€‰æ‹©å™¨ã€Åæ—¥æœŸé€‰æ‹©å™¨ã€Ååœ°åù€é€‰æ‹©å™¨ã€Åæ—¶é—´åˆ·æ–°å™¨ç_‰ã€‚"	https://github.com/TommyLemon/Android-ZBLibrary	
359039	Nuke	"Image loading, processing, caching and preheating"	https://github.com/kean/Nuke	
635773	Store	Android Library for Async Data Loading and Caching	https://github.com/NYTimes/Store	
227497	lightGallery	"A customizable, modular, responsive, lightbox gallery plugin. :+1:"	https://github.com/sachinchoolur/lightGallery	
403409	PocketHub	PocketHub Android App	https://github.com/pockethub/PocketHub	
4233	countly-server	This is the home for Countly Mobile & Web Analytics and Marketing Platform. Countly helps you collect data and understand insights of your application. Available self-hosted or on private cloud. 	https://github.com/Countly/countly-server	
448074	termux-app	Android terminal emulator and Linux environment - app repository.	https://github.com/termux/termux-app	
737387	PermissionsDispatcher	Simple annotation-based API to handle runtime permissions.	https://github.com/permissions-dispatcher/PermissionsDispatcher	
727577	shadowsocksr-android	A ShadowsocksR client for Android	https://github.com/shadowsocksrr/shadowsocksr-android	
493204	react-server		https://github.com/Redfin/react-server	
42591	OHHTTPStubs	"Stub your network requests easily! Test your apps with fake network data and custom response time, response code and headers!"	https://github.com/AliSoftware/OHHTTPStubs	
140518	Tesseract-OCR-iOS	"Tesseract OCR iOS is a Framework for iOS7+, compiled also for armv7s and arm64."	https://github.com/gali8/Tesseract-OCR-iOS	
896886	matrix	"Matrix is a plugin style, no-intrusion APM system developed by WeChat."	https://github.com/Tencent/matrix	
140819	PostgresApp	The easiest way to get started with PostgreSQL on the Mac	https://github.com/PostgresApp/PostgresApp	
339302	konva	Konva.js is an HTML5 Canvas JavaScript framework that extends the 2d context by enabling canvas interactivity for desktop and mobile applications.	https://github.com/konvajs/konva	
607840	RxDownload	"åŸºäº_RxJavaæ‰“é€ ç_„ä¸‹è__å·¥å…·, æ”¯æŒÅå__çº¿ç¨‹ä¸‹è__å’Œæ–_ç‚_ç»_ä_ , æ™ºèƒ_åˆ_æ–_æ˜¯åê_æ”¯æŒÅæ–_ç‚_ç»_ä_ ç_‰å_Ÿèƒ_"	https://github.com/ssseasonnn/RxDownload	
200294	examples	Example Koa apps	https://github.com/koajs/examples	
698900	from-java-to-kotlin	From Java To Kotlin - Your Cheat Sheet For Java To Kotlin	https://github.com/MindorksOpenSource/from-java-to-kotlin	
588261	iOS-10-Sampler	Code examples for new APIs of iOS 10.	https://github.com/shu223/iOS-10-Sampler	
12814	ideavim	Vim emulation plug-in for IDEs based on the IntelliJ platform.	https://github.com/JetBrains/ideavim	
535319	ESTabBarController		https://github.com/eggswift/ESTabBarController	
221569	angular-translate	"i18n in your Angular apps, made easy."	https://github.com/angular-translate/angular-translate	
237361	jitsi-meet	Jitsi Videobridge meets WebRTC	https://github.com/jitsi/jitsi-meet	
445846	StarWars.iOS	This component implements transition animation to crumble view-controller into tiny pieces.	https://github.com/Yalantis/StarWars.iOS	
650627	AnimatedCollectionViewLayout	A UICollectionViewLayout subclass that adds custom transitions/animations to the UICollectionView without effecting your existing code.	https://github.com/KelvinJin/AnimatedCollectionViewLayout	
498898	realm-js	 Realm is a mobile database: an alternative to SQLite & key-value stores	https://github.com/realm/realm-js	
473221	SideMenu	Simple side menu control in Swift inspired by Facebook. Right and Left sides. No coding required.	https://github.com/jonkykong/SideMenu	
462930	swift-corelibs-foundation	"The Foundation Project, providing core utilities, internationalization, and OS independence"	https://github.com/apple/swift-corelibs-foundation	
546337	LFLiveKit	iOS Live Kit	https://github.com/LaiFengiOS/LFLiveKit	
563231	ticker	A textview for Android that supports scrolling text animation	https://github.com/robinhood/ticker	
509816	Conductor	"A small, yet full-featured framework that allows building View-based Android applications"	https://github.com/bluelinelabs/Conductor	
408572	FirebaseUI-Android		https://github.com/firebase/FirebaseUI-Android	
395486	MyLinearLayout	"A powerful iOS view layout library, suitable for all kinds of screen size. Don't need to learn AutoLayout and SizeClass. You can use MyLinearLayout, MyRelativeLayout,MyFrameLayout,MyTableLayout,MyFlowLayout,MyLayoutSizeClass  to build your UI Layout"	https://github.com/youngsoft/MyLinearLayout	
430803	JKeyboardPanelSwitch	For resolve keybord & panel switch layout conflict(Androidé”®ç›˜éù¢æù¿å†_çªÅ å¸ƒå±€é—ªå_¨å_„çê†æ–_æ¡ˆ)	https://github.com/Jacksgong/JKeyboardPanelSwitch	
384342	sdk	"The Dart SDK, including the VM, dart2js, core libraries, and more."	https://github.com/dart-lang/sdk	
161352	parceler	:package: Android Parcelables made easy through code generation.	https://github.com/johncarl81/parceler	
168760	KIF	Keep It Functional - An iOS Functional Testing Framework	https://github.com/kif-framework/KIF	
564656	RNStudyNotes	React Native Study Notes.	https://github.com/crazycodeboy/RNStudyNotes	
268245	android-priority-jobqueue	"A Job Queue specifically written for Android to easily schedule jobs (tasks) that run in the background, improving UX and application stability."	https://github.com/yigit/android-priority-jobqueue	
88341	poco	POCO C++ Libraries - Cross-platform C++ libraries with a network/internet focus.	https://github.com/pocoproject/poco	
355849	shimmer-android	"An easy, flexible way to add a shimmering effect to any view in an Android app."	https://github.com/facebook/shimmer-android	
141271	sfml	Simple and Fast Multimedia Library	https://github.com/SFML/SFML	
21132	noUiSlider	"noUiSlider is a lightweight JavaScript range slider library. It offers a wide selection of options and settings, and is compatible with a ton of (touch) devices, including those running iOS, Android, Windows 8/8.1/10, Windows Phone 8.1 and Windows Mobile "	https://github.com/leongersen/noUiSlider	
434783	react-responsive	Media queries in react for responsive design	https://github.com/contra/react-responsive	
291007	YapDatabase	YapDatabase is an extensible database for iOS & Mac.	https://github.com/yapstudios/YapDatabase	
15783	libextobjc	A Cocoa library to extend the Objective-C programming language.	https://github.com/jspahrsummers/libextobjc	
519017	yasea	RTMP streaming client in pure Java for Android for those who hate JNI.	https://github.com/begeekmyfriend/yasea	
427513	WebDriverAgent	A WebDriver server for iOS that runs inside the Simulator.	https://github.com/facebook/WebDriverAgent	
82246	Sloth	OS X app that shows all open files and sockets in use by all running applications. GUI for lsof.	https://github.com/sveinbjornt/Sloth	
325400	zxing-android-embedded	"Port of the ZXing Android application as an Android library project, for embedding in an Android application."	https://github.com/journeyapps/zxing-android-embedded	
521801	gorush	A push notification server written in Go (Golang).	https://github.com/appleboy/gorush	
137409	git-ftp	Git powered FTP client written as shell script.	https://github.com/git-ftp/git-ftp	
319296	SlideMenuControllerSwift	"iOS Slide Menu View based on Google+, iQON, Feedly, Ameba iOS app.  It is written in pure swift."	https://github.com/dekatotoro/SlideMenuControllerSwift	
460316	directus	"Directus is a free and open source, customer-friendly database GUI written in backbone.js that provides a feature-rich environment for rapid development and management of custom database schemas."	https://github.com/directus/directus	
458304	cli	"This repo contains the .NET Core command-line (CLI) tools, used for building .NET Core apps and libraries through your development flow (compiling, NuGet package management, running, testing, ...)."	https://github.com/dotnet/cli	
575216	ramme	????  Unofficial Instagram Desktop App	https://github.com/terkelg/ramme	
258466	XCGLogger	"A debug log framework for use in Swift projects. Allows you to log details to the console (and optionally a file), just like you would have with NSLog or println, but with additional information, such as the date, function name, filename and line number."	https://github.com/DaveWoodCom/XCGLogger	
151139	css-element-queries	CSS-Element-Queries Polyfill. proof-of-concept for high-speed element dimension/media queries in valid css.	https://github.com/marcj/css-element-queries	
741125	arcore-android-sdk	Google ARCore SDK for Android	https://github.com/google-ar/arcore-android-sdk	
762523	ktor	Source repository for Ktor	https://github.com/ktorio/ktor	
900495	chameleon		https://github.com/didi/chameleon	
24469	ua-parser-js	"UAParser.js - Lightweight JavaScript-based User-Agent string parser. Supports browser & node.js environment. Also available as jQuery/Zepto plugin, Component/Bower/Meteor package, & RequireJS/AMD module"	https://github.com/faisalman/ua-parser-js	
283156	jquery-focuspoint	jQuery plugin for 'responsive cropping'. Dynamically crop images to fill available space without cutting out the image's subject. Great for full-screen images.	https://github.com/jonom/jquery-focuspoint	
221264	muzei	Muzei Live Wallpaper for Android	https://github.com/romannurik/muzei	
896850	revery	":zap: Native, high-performance, cross-platform desktop apps - built with Reason!"	https://github.com/revery-ui/revery	
256549	mapbox-gl-native	"Render Mapbox styles in mobile, desktop, and node applications using C++ and OpenGL"	https://github.com/mapbox/mapbox-gl-native	
293973	SCLAlertView	Beautiful animated Alert View. Written in Swift but ported to Objective-C	https://github.com/dogo/SCLAlertView	
714743	MonkeyDev	MonkeyDev	https://github.com/AloneMonkey/MonkeyDev	
311258	lazyload	"LazyLoad is a fast, lightweight and flexible script to allow you enhance performance on your website by loading images only as they enter (or are about to enter) the viewport or a scrollable area, with best support to the img srcset attribute and to the p"	https://github.com/verlok/lazyload	
498720	TSWeChat	"A high copy WeChat, written by Swift."	https://github.com/hilen/TSWeChat	
757780	Cards	Awesome card views in iOS 11 AppStore's style.	https://github.com/PaoloCuscela/Cards	
487359	SkyFloatingLabelTextField	"A beautiful and flexible text field control implementation of  ""Float Label Pattern"". Written in Swift. As used in the Skyscanner TravelPro iOS app."	https://github.com/Skyscanner/SkyFloatingLabelTextField	
227733	Conversations	Conversations is an open source XMPP/Jabber client for Android 4.0+ smart phones. 	https://github.com/siacs/Conversations	
821101	outline-client	Multi-platform Outline client.	https://github.com/Jigsaw-Code/outline-client	
809361	iOS-Developer-Roadmap	Roadmap to becoming an iOS developer in 2018.	https://github.com/BohdanOrlov/iOS-Developer-Roadmap	
268202	Nimble	A Matcher Framework for Swift and Objective-C	https://github.com/Quick/Nimble	
391559	aws-sdk-go	AWS SDK for the Go programming language.	https://github.com/aws/aws-sdk-go	
626549	material-components-ios	Modular and customizable Material Design UI components for iOS	https://github.com/material-components/material-components-ios	
467177	reading	Reading App  Write In React-Native	https://github.com/attentiveness/reading	
287668	docpad	"Empower your website frontends with layouts, meta-data, pre-processors (markdown, jade, coffeescript, etc.), partials, skeletons, file watching, querying, and an amazing plugin system. DocPad will streamline your web development process allowing you to cr"	https://github.com/docpad/docpad	
5346	InAppSettingsKit	This iOS framework allows settings to be in-app in addition to or instead of being in the Settings app.	https://github.com/futuretap/InAppSettingsKit	
151204	html5-device-mockups	"HTML5 mockups of popular devices, to showcase your portfolio and spice up your website."	https://github.com/pixelsign/html5-device-mockups	
354621	react-data-grid	"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like http://adazzle.github.io/react-data-grid/  "	https://github.com/adazzle/react-data-grid	
392995	BGABanner-Android	Splashç•Œéù¢æ»‘å_¨å¯_èˆª+åê„ç§çåˆ‡æç¢å_¨ç”»è‡ªå_¨è_®æ’_æ•ˆæ_œ	https://github.com/bingoogolapple/BGABanner-Android	
250228	EhViewer	E-Hentai Application for Android	https://github.com/seven332/EhViewer	
289806	iOS8-Sampler	Code examples for the new features of iOS 8.	https://github.com/shu223/iOS8-Sampler	
2761	libfreenect	"Drivers and libraries for the Xbox Kinect device on Windows, Linux, and OS X"	https://github.com/OpenKinect/libfreenect	
261867	PKHUD	"A Swift based reimplementation of the Apple HUD (Volume, Ringer, Rotation,â€_) for iOS 8."	https://github.com/pkluz/PKHUD	
580583	vonic	Ionic UI in Vue.js way.	https://github.com/wangdahoo/vonic	
441845	slidingtutorial-android	Android Library for making animated tutorials inside your app	https://github.com/Cleveroad/slidingtutorial-android	
737899	CollectionKit		https://github.com/SoySauceLab/CollectionKit	
401981	deeplinkdispatch	"A simple, annotation-based library for making deep link handling better on Android"	https://github.com/airbnb/DeepLinkDispatch	
771077	after.js	what comes after next.js? this.	https://github.com/jaredpalmer/after.js	
536305	MessageKit	"Eventually, a Swift re-write of JSQMessagesViewController"	https://github.com/MessageKit/MessageKit	
391946	Valet	Valet lets you securely store data in the iOS or OS X Keychain without knowing a thing about how the Keychain works. Itâ€™s easy. We promise.	https://github.com/square/Valet	
667681	Robust	Robust is an Android HotFix solution with high compatibility and high stability.Robust can fix bug immediately without publishing apk.	https://github.com/Meituan-Dianping/Robust	
159529	node-express-mongoose-demo	"A simple demo app in node.js using express, mongoose, passport.js for beginners"	https://github.com/madhums/node-express-mongoose-demo	
11241	SoundJS	"A Javascript library for working with Audio. It provides a consistent API for loading and playing audio on different browsers and devices. Currently supports WebAudio, HTML5 Audio, Cordova / PhoneGap, and a Flash fallback."	https://github.com/CreateJS/SoundJS	
537508	react-native-image-crop-picker	iOS/Android image picker with support for multiple images and cropping	https://github.com/ivpusic/react-native-image-crop-picker	
217896	Bolts-Android	Bolts is a collection of low-level libraries designed to make developing mobile apps easier.	https://github.com/BoltsFramework/Bolts-Android	
618094	quorum	A permissioned implementation of Ethereum supporting data privacy	https://github.com/jpmorganchase/quorum	
426199	Android-Best-Practices	Androidæœ€ä__å®_è·µç_ºä_‹	https://github.com/tianzhijiexian/Android-Best-Practices	
250686	ActionSheetPicker-3.0	Quickly reproduce the dropdown UIPickerView / ActionSheet functionality on iOS.	https://github.com/skywinder/ActionSheetPicker-3.0	
435220	omim	MAPS.ME - Offline OpenStreetMap maps for iOS/Android/Mac/Linux/Windows	https://github.com/mapsme/omim	
761383	Electron.NET	Build cross platform desktop apps with .NET Core and ASP.NET NET Core.	https://github.com/ElectronNET/Electron.NET	
553237	MagicaSakura	MagicaSakura is an Android multi theme library which supporting both daily colorful theme and night theme. 	https://github.com/Bilibili/MagicaSakura	
720082	MVVMHabit	In perfect...	https://github.com/goldze/MVVMHabit	
552477	PopupDialog	"A simple, customizable popup dialog"	https://github.com/Orderella/PopupDialog	
608808	basicScroll		https://github.com/electerious/basicScroll	
569547	react-native-video	A <Video /> component for react-native	https://github.com/react-native-community/react-native-video	
854891	mace		https://github.com/XiaoMi/mace	
649449	TinyConstraints	Nothing but sugar.	https://github.com/roberthein/TinyConstraints	
